,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
137074,0,0.023131791,53,0,0.183601562,10500.0,11,0,2,0,2.0
145931,0,1.694922031,35,0,0.018553689,6844.0,5,0,0,0,2.0
36431,0,0.014789621,63,0,0.175977293,7750.0,11,0,1,0,0.0
144176,0,0.124561217,46,0,0.168332667,2500.0,13,0,0,0,0.0
17219,0,0.955027675,35,0,0.566231602,3600.0,6,0,2,0,1.0
106168,0,0.0,54,0,0.499181967,5500.0,8,0,1,0,0.0
81986,0,0.224782413,44,0,0.092578226,11600.0,8,0,0,0,4.0
104927,0,0.074165122,43,0,0.487567637,15523.0,10,0,3,0,2.0
130610,1,0.165682403,57,0,0.301222028,6300.0,18,0,2,0,2.0
59023,0,0.519476043,26,1,0.168732507,2500.0,3,0,0,0,0.0
10956,0,0.295167789,52,6,0.542315789,4749.0,13,0,2,0,3.0
62953,0,0.031989337,30,0,0.000821693,2433.0,1,0,0,0,0.0
92551,0,0.013390879,35,0,0.750882145,2833.0,7,0,2,0,0.0
131179,0,0.419864661,61,1,0.452762466,7800.0,12,0,2,0,1.0
44280,0,0.028062567,32,0,39.0,0.0,5,0,0,0,0.0
128368,0,0.168230084,62,0,0.242451067,10166.0,2,0,1,0,0.0
40332,0,0.073173254,57,0,0.191646878,7158.0,12,0,1,0,1.0
137549,1,0.685088813,39,0,0.246402982,17166.0,12,0,1,0,2.0
41695,0,0.183760541,38,0,0.17187748,6300.0,7,0,0,0,2.0
28932,0,0.008647644,52,0,0.003998001,2000.0,4,0,0,0,0.0
8041,0,0.013063978,72,0,0.176033058,3629.0,14,0,2,0,1.0
56366,0,0.021419925,78,0,0.228466867,7650.0,6,0,2,0,0.0
22797,0,0.684814008,30,0,0.321779318,3461.0,4,0,0,0,2.0
136345,0,0.9999999,45,0,0.445353815,15883.0,7,0,1,0,1.0
89395,0,0.75570524,59,0,0.844113446,4900.0,29,0,0,0,2.0
71527,0,1.0,40,0,0.977777778,3824.0,14,0,1,0,5.0
117594,0,0.016539104,56,0,0.004540295,3523.0,2,0,0,0,0.0
52189,0,0.16520145,36,0,0.106230201,4734.0,2,0,0,0,2.0
125243,0,0.938169982,61,0,0.543135495,7800.0,7,0,2,0,0.0
114071,0,0.416337052,31,0,0.340116827,5306.0,9,0,1,0,1.0
144123,0,0.428443757,74,0,0.258393059,2650.0,12,0,0,0,0.0
9601,0,0.391339736,53,0,0.467187784,5500.0,8,0,1,0,2.0
88096,0,0.176764647,51,0,0.335958005,5333.0,2,0,1,0,0.0
53250,1,1.463064879,50,0,0.406893307,8500.0,20,0,1,1,1.0
48367,0,0.000281498,56,1,2.690957565,4500.0,14,0,7,0,0.0
39938,0,0.006139371,58,0,0.14401057,20435.0,15,0,2,0,2.0
2379,0,0.068726999,59,2,0.339263276,15120.0,16,0,1,0,4.0
65372,0,0.269719696,69,2,0.073665298,3895.0,9,0,0,0,0.0
85899,0,0.373496665,41,0,0.557460164,8283.0,16,0,2,0,2.0
26960,0,0.0,49,0,0.27883071,6225.0,5,0,3,0,1.0
108807,0,1.020805188,30,2,1.545284197,1600.0,8,0,1,0,0.0
570,0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0
140719,0,0.228603037,70,0,0.649333509,7576.0,10,0,1,0,0.0
89514,0,0.566830365,35,0,0.122829176,6333.0,8,0,0,1,2.0
143538,0,0.044517499,59,0,0.307197268,7613.0,3,0,1,0,0.0
12989,0,0.0,21,0,0.0,300.0,2,0,0,0,0.0
109204,0,0.034838646,70,0,0.482991431,3850.0,10,0,1,0,1.0
25651,0,0.020936565,26,0,0.525959368,3100.0,9,0,1,0,0.0
140402,0,0.437718277,45,0,0.398250365,4800.0,9,0,1,0,3.0
31266,0,0.005782116,38,0,0.598470076,6666.0,12,0,2,0,0.0
38253,0,0.00367629,57,0,0.413234776,2840.0,11,0,0,0,0.0
92070,0,0.479304139,29,0,0.497000461,4333.0,3,0,1,0,3.0
147481,0,0.147656012,63,1,0.079407806,5200.0,18,0,0,0,0.0
88673,0,0.166799093,51,0,0.14717363,6916.0,9,0,1,0,2.0
129413,0,0.501968164,61,0,0.239486695,18000.0,8,0,3,0,2.0
134835,0,0.469501452,62,0,0.463507299,5000.0,8,0,3,0,2.0
7647,0,0.018410333,33,0,0.004951909,10500.0,13,0,0,0,0.0
142779,0,0.206444221,63,0,0.047639047,16666.0,16,0,0,0,0.0
33932,0,0.054926371,63,0,0.11968744,5246.0,13,0,1,0,0.0
3118,0,0.049426554,41,0,0.187116126,7000.0,10,0,1,0,0.0
42260,0,0.008185813,39,0,0.431696788,13666.0,7,0,2,0,3.0
148275,0,0.022128721,69,1,0.367008682,3800.0,13,0,1,0,1.0
76893,0,0.118184561,40,1,0.225138743,6666.0,9,0,2,0,0.0
107071,1,0.9999999,53,2,0.027643807,8500.0,3,0,0,0,2.0
89596,0,0.232705195,58,0,0.35103023,6648.0,10,0,2,0,0.0
94387,0,0.104971654,46,0,0.157819553,17500.0,5,0,1,0,0.0
2220,0,0.007560791,65,0,0.57787377,4166.0,14,0,2,0,0.0
111888,0,0.940291586,42,0,0.161908204,8300.0,3,0,0,0,4.0
62447,0,0.430466758,44,0,0.385176956,6300.0,7,0,1,0,2.0
85760,0,0.127620694,58,0,0.25760779,15608.0,22,0,2,0,1.0
11233,0,0.659983034,43,1,0.266852812,5013.0,7,0,0,0,2.0
141105,0,0.018465436,54,0,0.10959454,27400.0,5,0,1,0,4.0
33247,1,0.01385982,50,0,0.332205524,12708.0,12,0,2,0,3.0
109867,0,0.836445108,30,0,0.31856048,3000.0,7,0,0,0,1.0
46572,0,0.9999999,34,1,0.0,2253.0,4,0,0,0,2.0
51721,0,0.180971882,51,0,0.417349105,13187.0,8,0,3,0,3.0
87565,0,0.381209661,54,1,1.487002888,4500.0,13,0,2,1,0.0
35772,0,0.461784278,65,0,0.587594853,3030.0,6,0,0,0,1.0
141371,0,0.946430792,46,0,0.368001387,5768.0,17,0,0,0,0.0
55469,0,0.359878386,30,1,0.372132065,5360.0,16,0,1,0,0.0
9733,0,0.01606585,45,0,0.185923165,6975.0,8,0,2,0,0.0
40183,0,0.129571292,25,0,0.138129496,2084.0,5,0,0,0,0.0
15983,0,0.528215557,35,0,0.33727712,6000.0,8,0,2,0,2.0
42434,0,0.869053474,40,1,0.274312059,6940.0,12,0,2,0,0.0
126219,0,0.375905549,71,0,0.789760679,3300.0,9,0,1,0,0.0
108955,0,0.021522785,34,0,0.228266396,5900.0,5,0,1,0,0.0
60246,0,0.69089178,45,0,0.161493951,1900.0,7,0,0,0,2.0
64909,0,0.016187603,26,0,0.006569943,10958.0,23,0,0,0,0.0
114848,0,0.016178586,39,0,0.453692681,21000.0,17,0,2,0,2.0
50077,0,0.00095636,60,0,1.524580336,1667.0,9,0,1,0,0.0
123859,0,0.179795505,38,0,0.156622125,11000.0,7,0,1,0,3.0
95694,0,0.361708469,56,0,0.278760455,7292.0,9,0,1,0,0.0
137346,0,0.010099748,71,0,0.001142748,10500.0,2,0,0,0,0.0
120719,0,0.337470641,52,0,0.339876033,2903.0,13,0,1,0,4.0
132916,0,0.050543617,47,0,0.300385659,7000.0,11,0,0,0,1.0
78371,0,0.037671162,67,0,0.025192802,5834.0,8,1,0,0,0.0
84736,0,0.036205648,73,0,0.053026097,3601.0,5,0,0,0,0.0
128693,0,0.026872892,60,0,0.779644071,5000.0,16,0,3,0,1.0
130231,0,0.752415861,46,0,0.188493222,15416.0,6,0,1,0,1.0
18993,1,0.960159363,49,1,0.16345036,4300.0,4,1,0,1,0.0
49844,0,0.116681608,35,0,0.852171826,8333.0,11,0,4,0,1.0
80156,0,0.02624575,64,0,0.401046073,13000.0,9,0,1,0,0.0
149263,0,0.004249823,73,0,0.250319898,6251.0,10,0,2,0,0.0
70462,1,0.0,27,1,0.179410295,2000.0,5,0,0,1,0.0
38809,0,0.024171811,46,1,0.576745047,5400.0,8,0,1,0,2.0
128444,0,0.263473054,23,0,0.112565445,1527.0,2,0,0,0,0.0
145097,0,0.125153167,49,1,0.762314803,7896.0,9,0,2,0,2.0
70050,0,0.001214439,56,0,0.156629374,4200.0,11,0,1,0,0.0
145859,1,1.016983017,57,1,0.155837004,1815.0,3,0,0,0,0.0
2521,0,0.723053227,47,1,4.340182648,875.0,11,1,1,0,4.0
23690,0,0.04023994,67,0,1.373865699,550.0,3,0,1,0,1.0
64201,0,0.079419099,57,0,0.041097945,13333.0,6,0,0,0,1.0
121821,1,0.521825587,43,0,7030.0,0.0,8,0,2,0,3.0
100781,0,0.598985534,63,0,0.385424183,9700.0,13,0,1,0,0.0
119231,0,0.006395534,72,0,0.337001119,5361.0,11,0,1,0,0.0
16573,0,0.040869891,50,2,2.5063038,11500.0,10,0,2,0,2.0
60601,0,0.031081987,50,0,0.254126277,7633.0,14,0,2,0,3.0
133700,0,0.0,31,0,0.346935633,6493.0,11,0,1,0,0.0
27052,0,0.018063758,67,0,0.234086242,4382.0,14,0,1,0,0.0
110075,0,0.041328976,67,0,0.405199505,10500.0,12,0,3,0,0.0
115594,0,0.394303516,45,1,0.599394816,7600.0,9,0,3,0,3.0
103091,0,0.052157974,24,0,0.31107557,2500.0,4,0,0,0,1.0
56935,0,0.0,30,0,0.0,2000.0,3,0,0,0,0.0
631,0,0.65854007,55,0,0.489714904,5541.0,6,0,1,0,0.0
67980,0,0.898595178,43,4,0.235513801,17136.0,11,0,3,0,2.0
22503,0,0.062936517,69,0,0.009755304,12300.0,9,0,0,0,0.0
19381,0,0.465593998,48,0,0.168905527,4540.0,16,0,0,0,0.0
69866,0,0.723073449,75,0,0.331852424,5176.0,9,0,1,0,1.0
127241,0,0.085244672,48,0,0.395120976,5000.0,4,0,2,0,2.0
2029,0,0.016845408,64,0,0.04854831,2100.0,6,0,0,0,0.0
48743,0,0.087545947,47,0,0.132077149,11250.0,4,0,1,0,0.0
38127,0,0.601365158,40,0,0.338280767,3233.0,6,0,0,0,3.0
82257,0,0.916757941,77,0,0.677266022,6100.0,11,0,2,0,0.0
2339,1,0.331931595,33,0,0.448183042,5200.0,7,0,2,0,0.0
56103,0,0.045564919,54,0,0.114469972,2480.0,8,0,0,0,1.0
66986,0,0.162929593,41,0,0.077520292,8500.0,6,0,0,0,2.0
137505,0,0.766244045,62,0,2.474221542,1958.0,11,0,2,0,0.0
21825,0,0.0,43,0,2.65138154,1700.0,8,0,1,0,3.0
54129,0,0.009320207,46,0,5758.0,0.0,6,0,2,0,3.0
114233,0,0.019950493,78,0,0.007518797,6250.0,12,0,0,0,0.0
57052,0,0.022623969,37,0,0.313481675,9167.0,7,0,1,0,0.0
84741,0,0.0,51,0,0.103393844,3800.0,5,0,0,0,0.0
144650,1,0.006098161,57,0,0.77703716,6000.0,19,0,3,0,0.0
68460,0,0.076842737,72,0,1.660283097,1200.0,9,0,1,0,0.0
97288,0,0.764340596,51,0,0.567706756,3300.0,12,0,1,0,0.0
52254,0,0.068831039,51,0,0.097569385,5800.0,2,0,1,0,1.0
3072,0,0.071471176,41,0,0.379172435,6500.0,5,0,2,0,3.0
35629,0,0.169596477,61,0,0.189465984,4100.0,11,0,0,0,0.0
60596,0,0.093116599,62,0,0.292701279,11960.0,29,0,2,0,0.0
74374,0,0.282649067,47,1,0.109920334,10543.0,11,0,0,0,2.0
36538,0,0.242430577,31,0,0.705098301,3000.0,12,0,1,0,0.0
147351,0,0.9999999,29,0,0.237904838,2500.0,4,0,0,1,2.0
40463,0,0.004532185,43,0,0.413488874,10200.0,9,0,2,0,2.0
126543,1,1.330677291,40,1,0.106943336,7517.0,2,3,0,0,3.0
131463,0,0.567513518,55,0,0.339645636,10666.0,7,0,2,0,1.0
66853,0,0.337985305,28,0,0.165025785,4265.0,5,0,0,0,0.0
54711,0,0.118976205,27,0,0.034655115,3000.0,4,0,0,0,0.0
7739,0,0.027304329,86,0,0.00742751,7000.0,4,0,0,0,0.0
78531,0,0.154083703,60,1,0.261851547,8500.0,10,0,1,0,0.0
85685,0,0.017489281,49,0,0.320750347,4317.0,27,0,2,0,3.0
37510,1,0.187207111,77,0,1.056377449,2500.0,18,0,2,0,0.0
66998,0,0.02442041,55,1,0.458195523,13000.0,5,0,2,0,2.0
104064,0,0.033657221,77,0,0.030476936,23000.0,14,0,1,0,1.0
65411,0,0.504646007,53,6,0.593722755,9175.0,13,0,3,0,2.0
147355,0,0.373972521,34,1,0.161519662,4500.0,9,0,0,0,1.0
41548,0,0.485003488,57,1,0.017033883,5400.0,4,0,0,0,2.0
65511,0,0.021560944,61,0,0.005267215,7783.0,7,0,0,0,0.0
50210,0,0.040533311,69,0,0.397148009,6100.0,7,0,1,0,0.0
44093,0,0.752823952,54,1,0.502913953,8750.0,13,0,2,0,2.0
123038,0,0.017132191,29,0,0.001999429,3500.0,3,0,0,0,0.0
35787,0,0.041208879,63,0,0.402261712,9284.0,6,0,2,0,0.0
53692,0,0.0,49,0,0.864570078,5500.0,7,0,2,0,0.0
47473,0,0.217230971,48,0,0.371558572,12966.0,16,0,1,0,2.0
104548,0,0.676058898,55,0,0.110889111,1000.0,3,0,0,0,0.0
32219,0,0.0,45,0,0.0,5882.0,4,0,0,0,6.0
99549,1,1.005165806,40,3,0.690551575,6000.0,8,0,2,0,4.0
27768,0,0.032705343,63,0,0.269432642,4000.0,7,0,0,0,1.0
4306,0,0.0,53,0,0.323081702,9656.0,8,0,2,0,1.0
10602,0,0.974356294,41,0,0.828156113,5021.0,9,0,1,0,0.0
136961,1,1.00532978,25,1,0.121491734,2600.0,6,0,0,0,0.0
17557,0,1.023625625,44,3,0.416439926,6982.0,5,5,1,0,2.0
59464,1,0.938402666,49,2,0.320451478,8150.0,19,0,0,1,4.0
117162,0,0.478023726,43,0,0.162941961,5995.0,3,1,1,0,2.0
73049,1,0.937354215,43,1,0.380330579,6049.0,4,0,1,0,3.0
38108,0,0.002254877,63,0,0.220456293,3900.0,8,0,1,0,0.0
102387,1,0.417715345,61,1,0.497316072,9500.0,4,1,1,1,0.0
72345,0,0.776309784,39,0,0.355879752,15833.0,9,0,2,0,1.0
134707,0,0.474133741,34,0,0.039223226,5200.0,2,0,0,0,1.0
123645,0,0.450820834,45,0,0.10253651,6504.0,3,0,0,0,2.0
57639,0,0.363558997,37,0,0.098812231,3956.0,10,0,0,0,0.0
91374,0,0.067498737,49,0,0.405432428,6000.0,13,0,2,0,0.0
113131,0,0.040991747,28,1,0.009716941,7100.0,7,1,0,0,0.0
147932,0,0.401383945,48,0,0.130093495,20000.0,4,0,1,0,2.0
127110,0,0.028830012,26,0,0.235895158,2250.0,5,0,0,0,0.0
63083,1,0.399228682,42,1,0.376005852,4100.0,10,0,1,0,0.0
66523,0,0.268288619,31,0,0.481672221,3300.0,9,0,2,0,0.0
141293,0,0.068117275,44,0,0.372259967,7800.0,3,0,1,0,0.0
98056,0,0.742312884,55,1,0.342481866,5100.0,4,1,1,0,1.0
106404,0,0.000241284,70,0,0.311242148,7800.0,15,0,2,0,0.0
129000,0,0.109544523,37,0,0.458754407,8509.0,5,0,1,0,0.0
40666,0,0.051784419,45,0,0.048538755,3934.0,14,0,0,0,0.0
49533,0,0.479825903,26,0,0.317528296,3268.0,8,0,0,0,3.0
91709,0,0.780035478,46,0,0.098165472,8230.0,7,0,0,0,5.0
136135,0,0.560253011,38,0,0.351529694,5000.0,6,0,1,0,3.0
114081,0,1.00465437,38,2,4.258823529,1189.0,5,0,2,0,1.0
23782,0,0.99000238,45,0,0.511338617,9083.0,8,1,1,0,3.0
144153,0,0.9999999,28,0,0.0,2200.0,0,0,0,0,0.0
75839,0,0.000975576,39,0,0.197744558,3812.0,9,0,0,0,2.0
91997,0,0.012394404,65,0,0.015984016,1000.0,4,0,0,0,0.0
10188,0,0.904058698,37,0,0.36398243,3414.0,11,0,0,0,4.0
14403,0,0.603198401,26,0,0.023984011,1500.0,1,0,0,0,0.0
10717,0,0.08119797,46,0,0.521838253,8333.0,7,0,2,0,0.0
1373,0,0.200990693,33,0,0.732948234,4500.0,7,0,1,0,0.0
68280,0,0.9999999,45,0,0.136817629,83000.0,6,0,2,0,4.0
48539,0,0.135714629,88,2,0.448887778,4000.0,17,0,1,0,0.0
104593,0,0.006666444,86,0,0.001499625,4000.0,4,0,0,0,0.0
84484,1,0.9999999,28,0,0.066622252,1500.0,2,2,0,0,0.0
1122,0,0.004104171,55,1,1.0,0.0,5,0,0,1,0.0
126028,0,0.125626814,62,0,0.44566616,8548.0,16,0,2,0,0.0
4443,0,0.9999999,33,1,0.160309563,3617.0,1,0,0,0,3.0
60387,0,0.0,38,0,0.179948586,3500.0,3,0,0,0,0.0
91953,0,0.017124786,66,0,0.298540965,890.0,10,0,0,0,0.0
125758,0,0.0,64,0,0.0,5668.0,4,0,0,0,0.0
61394,0,0.445577777,60,0,0.275002745,9108.0,8,0,1,0,3.0
101477,0,0.029567468,78,0,0.329981846,7160.0,7,0,1,0,0.0
88020,0,0.045921275,46,0,0.060871196,16000.0,19,0,1,0,0.0
33761,0,0.0,44,1,0.424565087,6667.0,9,0,1,0,0.0
70916,0,0.280902543,55,0,0.345988775,9086.0,13,0,1,0,1.0
121313,0,0.430188747,40,0,0.428933581,5916.0,7,0,1,0,2.0
55823,0,0.029476603,59,0,0.351956005,8000.0,7,0,2,0,1.0
70765,0,0.928143713,36,2,0.456152277,2941.0,9,1,1,1,1.0
145563,0,0.812712826,48,0,1.120606107,13000.0,9,0,4,0,1.0
36978,0,0.179527349,42,0,0.449857164,6650.0,6,0,2,0,2.0
51781,0,0.9999999,30,0,0.071760086,2800.0,0,2,0,0,0.0
68904,0,0.899431733,66,0,0.480241588,5794.0,8,0,2,0,0.0
87127,0,0.874795201,51,1,0.373638478,16341.0,13,0,2,0,1.0
21899,0,0.9999999,39,0,0.102028815,3400.0,2,0,0,0,3.0
18984,0,0.044979114,50,0,1.010947168,2100.0,9,0,2,0,2.0
66723,0,0.150285535,51,0,0.24083994,14000.0,7,0,2,0,2.0
4973,0,0.0,70,0,0.272715152,15000.0,10,0,1,0,1.0
107668,1,0.359093937,24,2,0.01065956,1500.0,4,1,0,0,0.0
53685,0,0.033650329,37,0,0.431913617,5000.0,4,0,1,0,2.0
122742,0,0.025804136,67,0,0.043540328,1400.0,5,0,0,0,0.0
131478,0,0.9999999,59,0,0.079509494,7583.0,1,0,0,1,0.0
30051,0,0.084847184,53,0,0.37458657,13000.0,20,0,1,0,1.0
12463,0,0.098498551,91,0,0.609688854,2538.0,11,0,2,0,0.0
106887,0,0.0,64,0,0.050280926,10500.0,8,0,1,0,0.0
71201,0,0.17727829,65,0,0.02413417,7333.0,2,0,0,0,0.0
23982,0,0.066788302,40,0,0.065105654,1750.0,8,0,0,0,2.0
73387,0,0.957008598,54,1,0.107296137,2096.0,3,0,0,0,0.0
11530,0,0.154581142,45,0,0.613560268,3583.0,11,0,2,0,0.0
49257,0,0.0,58,1,0.032076396,4083.0,1,1,0,0,0.0
146998,0,0.0,47,1,0.0,4409.0,3,0,0,0,0.0
25114,0,0.030738174,70,0,0.379137691,3594.0,10,0,3,0,0.0
31916,1,0.9999999,36,1,0.588137288,3000.0,7,1,0,2,1.0
118097,0,0.043461431,53,0,0.317954578,7000.0,9,0,2,0,1.0
71840,0,0.0,30,0,0.052003503,9133.0,3,0,0,0,0.0
45623,0,0.847430514,31,0,0.419168821,5028.0,4,0,1,0,0.0
37292,0,0.868391525,47,1,0.23064802,5076.0,8,0,0,0,0.0
73462,0,0.020277451,68,0,0.506166582,5918.0,17,0,2,0,0.0
59050,0,0.111755786,61,0,0.151121268,7000.0,5,0,1,0,1.0
143994,0,0.078203119,26,0,0.025764895,3725.0,8,0,0,0,0.0
138509,0,0.115441465,55,0,0.245591711,5500.0,12,0,1,0,1.0
105773,1,0.929754426,63,0,0.015996632,4750.0,6,0,0,0,0.0
69946,0,0.016163973,28,0,0.127564342,2680.0,7,0,0,0,0.0
50259,0,0.9999999,35,0,0.374525095,5000.0,6,0,2,0,2.0
41298,0,0.996018516,42,0,0.86525974,1847.0,7,0,0,0,2.0
101713,0,0.000390225,83,0,0.0,2024.0,5,0,0,0,0.0
141025,0,0.9999999,54,0,0.461229409,2488.0,4,0,1,0,0.0
28863,0,0.16496945,29,0,0.115109969,3500.0,5,1,0,1,1.0
79103,0,0.99660068,50,0,0.557840617,3500.0,5,0,1,0,2.0
67028,0,0.033998455,34,0,0.127974405,5000.0,6,0,0,0,0.0
37406,0,0.9999999,49,0,469.0,0.0,6,0,0,0,0.0
18403,0,0.00049372,68,0,0.403144558,6550.0,19,0,2,0,0.0
59946,0,0.030417897,54,0,0.337017576,16556.0,10,0,3,0,2.0
81478,0,0.005409278,45,0,0.132432432,4809.0,10,0,1,0,3.0
64088,0,0.34775284,33,1,0.081383723,5000.0,7,0,0,1,0.0
17990,0,0.281440316,32,0,0.206905746,7500.0,9,0,0,0,0.0
1409,0,0.0,61,0,0.248972297,5594.0,7,0,2,0,0.0
20544,0,0.9999999,36,0,0.0,4700.0,0,0,0,0,0.0
13836,0,0.9999999,37,0,0.368270332,1745.0,1,0,0,0,2.0
90537,0,0.34057908,51,0,0.328917771,4000.0,14,0,1,0,2.0
87481,0,0.035730951,43,1,0.048607906,6500.0,3,0,0,0,0.0
56559,0,0.315611714,62,0,0.468803565,5833.0,11,0,1,0,0.0
86306,0,0.093321802,63,0,0.096627579,11000.0,4,0,1,0,1.0
129177,0,0.057780768,44,0,0.195810023,8400.0,5,0,1,0,0.0
89066,1,1.096890724,31,0,0.318099195,3850.0,8,3,0,0,0.0
97648,0,0.204979502,34,0,0.431392152,4000.0,5,0,1,0,1.0
25368,0,0.015136964,43,0,0.307692308,4250.0,15,0,2,0,0.0
116362,0,0.9999999,28,0,0.0,2000.0,0,1,0,0,1.0
96903,0,0.231753649,34,0,0.58972412,3950.0,2,0,1,0,0.0
122681,0,0.151330181,58,0,0.31450858,3204.0,6,0,1,0,0.0
110776,0,0.292155767,42,0,0.102598268,1500.0,5,0,0,0,0.0
80567,0,0.735263237,31,0,0.283105023,3065.0,5,0,1,0,1.0
11264,0,0.9999999,52,0,0.289604452,5030.0,4,0,1,0,0.0
80455,0,0.9999999,72,0,0.0,4654.0,1,0,0,0,0.0
94804,0,0.520929591,50,0,0.223510596,2500.0,6,0,0,0,1.0
2022,0,0.062716294,69,0,0.03016164,6000.0,4,0,0,0,0.0
138974,0,0.027325493,64,0,37.0,0.0,7,0,0,0,0.0
11278,0,0.000111099,27,0,0.121930804,3583.0,6,0,0,0,0.0
53995,0,0.9999999,42,0,0.008739076,800.0,2,0,0,0,0.0
120919,0,0.004401806,62,0,0.272440581,13000.0,15,0,2,0,1.0
82037,0,0.001678511,60,0,0.06809872,8751.0,5,0,0,0,0.0
122054,0,0.002324459,63,0,0.15692554,2497.0,5,0,0,0,0.0
89952,0,0.057350749,49,0,0.194933816,10500.0,21,0,1,1,0.0
38814,1,1.149833518,42,1,0.040196595,5696.0,6,2,0,0,0.0
17655,0,0.16846381,40,0,0.488694047,6500.0,14,0,2,0,0.0
82289,0,0.689911523,40,0,0.351232438,20000.0,13,0,2,0,2.0
38407,0,0.34768068,73,1,0.43561705,4480.0,8,1,1,0,3.0
87845,0,0.00943691,46,0,0.364133867,4750.0,7,0,1,0,0.0
99445,0,0.880809827,45,0,0.456665291,4845.0,4,0,1,0,0.0
101526,0,1.045814244,34,2,0.259223994,4200.0,3,0,0,0,3.0
35580,0,0.016217534,32,0,0.710540993,1792.0,7,0,1,0,0.0
76035,0,0.131703308,39,0,0.378801489,7792.0,9,0,1,0,2.0
116906,0,5649.0,63,0,0.287246114,17625.0,6,0,1,0,1.0
149773,0,0.002212672,78,0,0.008554705,2220.0,3,0,0,0,0.0
94571,0,0.434381861,54,0,0.485755849,8248.0,9,0,1,0,2.0
137993,0,0.797979798,61,0,0.363686841,7203.0,11,0,2,0,0.0
106189,0,0.113683563,30,0,0.134703897,3258.0,4,0,0,0,1.0
141450,0,0.107288999,72,0,0.299378546,3700.0,19,0,1,0,0.0
115353,0,0.9999999,57,1,0.445652174,2299.0,4,0,2,0,1.0
88398,0,0.136549575,54,0,0.531848043,3500.0,11,0,1,0,0.0
83744,0,0.265102557,56,0,0.346930614,5000.0,10,0,1,0,1.0
116142,0,0.010013963,69,2,0.283471671,11083.0,14,0,2,0,1.0
62398,0,0.031936128,21,0,0.0,0.0,1,0,0,0,0.0
142524,1,0.924430228,43,0,0.016424661,4200.0,2,0,0,0,0.0
71221,1,0.019279214,79,2,0.378515757,2950.0,13,1,0,1,0.0
88141,0,0.07730657,48,0,0.43160288,7916.0,19,0,1,0,2.0
105545,0,0.010748656,76,0,0.000526177,3800.0,9,0,0,0,0.0
10264,0,0.9999999,34,0,0.218191471,5650.0,1,2,0,1,3.0
110027,0,0.9999999,42,0,0.510721248,7694.0,5,0,2,0,4.0
112962,0,0.640805263,49,4,0.389717524,12000.0,22,0,2,0,1.0
2744,0,0.174915833,34,0,0.243837442,1500.0,6,0,0,0,0.0
73175,0,0.044137683,60,1,0.31285216,3726.0,6,0,1,0,0.0
42306,0,0.097994933,31,0,0.366275716,5200.0,14,0,1,0,1.0
126743,0,0.270722574,59,0,0.262355545,12200.0,12,0,2,0,3.0
43119,0,0.671810664,43,0,0.263477844,6250.0,6,0,1,0,0.0
6191,0,0.784743287,51,1,0.4545559,8702.0,15,3,2,3,0.0
25534,0,0.093013239,49,0,0.436778372,3550.0,10,0,1,0,0.0
127956,0,0.046539969,49,0,0.189077687,14300.0,16,0,3,0,4.0
144434,0,0.089266163,42,1,0.591029212,14000.0,18,0,2,0,3.0
113133,0,0.323205907,31,0,0.103808033,3833.0,5,0,0,0,0.0
114328,0,0.006315552,49,0,0.796080659,3520.0,13,0,1,0,0.0
91877,0,0.006691742,61,0,0.253372323,10600.0,34,0,2,0,0.0
10399,0,0.09370606,79,0,0.315457413,950.0,23,0,0,0,0.0
36812,0,0.524436534,79,0,0.931105931,3860.0,10,0,1,0,0.0
32459,0,0.007092595,81,0,0.00449925,6000.0,11,0,0,0,1.0
32738,0,0.188763052,77,0,0.225297962,2600.0,9,0,0,0,0.0
5286,0,0.9999999,55,1,0.326849037,4934.0,2,0,1,1,2.0
31377,0,0.289785036,48,0,0.196647588,4891.0,4,0,2,0,0.0
147063,1,0.9999999,28,0,0.167621031,1920.0,1,1,0,0,2.0
35410,0,0.051799309,63,0,0.770687088,4700.0,16,0,1,0,1.0
149137,0,0.033623665,56,0,0.247998528,10866.0,9,0,1,0,1.0
19276,0,0.180254685,57,0,0.360218638,7500.0,16,0,2,0,1.0
45846,0,0.0,58,0,0.002076763,13000.0,4,0,0,0,0.0
48461,0,0.01507599,33,0,0.39228252,7333.0,15,0,2,0,0.0
50053,0,0.279536721,36,2,0.044930605,4250.0,12,0,0,0,2.0
38250,0,0.023944815,51,0,0.211193966,11666.0,7,0,1,0,3.0
107245,0,0.034041998,72,0,0.002759448,8334.0,6,1,0,0,0.0
149134,0,0.760689458,54,2,0.389101816,6000.0,8,1,1,1,2.0
58774,0,0.210413999,40,0,0.264294282,2500.0,5,0,1,1,3.0
82528,1,0.970149254,31,0,0.001249688,4000.0,1,0,0,0,0.0
46009,0,0.480709731,68,0,3.70383693,833.0,18,0,2,0,0.0
20616,0,0.010859123,76,0,0.006577402,4256.0,7,0,0,0,0.0
4110,0,0.717797367,34,0,0.525868307,5527.0,9,0,1,0,0.0
55182,0,0.999844672,52,1,0.803850446,3583.0,7,0,1,0,3.0
